Residence,Region,Sub-Region,Period,Business,Pleasure,Visit Relatives,Conference,Study,Exhibition,Medical Treatment,Others,Unstated
United States of America,America,,2013-07,8940,9174,12764,441,453,25,24,2108,0
Brazil,America,,2013-07,78,69,49,9,2,1,0,82,0
"Others, Asia",Asia,,2013-07,119,27,51,30,56,0,6,246,0
"Others, Southeast Asia",Asia,Southeast Asia,2013-07,52,112,148,8,17,1,48,226,0
Canada,America,,2013-07,810,2865,1690,69,52,4,1,279,0
Mexico,America,,2013-08,59,24,33,2,47,2,0,55,0
Thailand,Asia,Southeast Asia,2013-08,1857,1707,795,106,202,59,12,2789,0
United States of America,America,,2013-08,9026,7651,10926,422,576,40,19,2077,0
Canada,America,,2013-08,824,2594,1401,39,64,6,10,389,0
"Others, Asia",Asia,,2013-08,138,28,54,35,158,0,12,253,0
"Others, Southeast Asia",Asia,Southeast Asia,2013-08,37,137,160,18,95,0,36,208,0
Vietnam,Asia,Southeast Asia,2013-08,1406,768,2358,88,528,5,19,6930,0
Philippines,Asia,Southeast Asia,2013-08,1518,1199,557,98,82,3,39,2545,0
Brazil,America,,2013-08,101,36,36,4,61,3,0,44,0
Singapore,Asia,Southeast Asia,2013-08,3659,14167,1227,271,229,35,4,1838,0
Malaysia,Asia,Southeast Asia,2013-08,1820,23550,1987,404,2143,26,64,2139,0
Middle East,Asia,,2013-08,460,145,67,27,73,8,0,99,0
India,Asia,,2013-08,919,101,253,74,73,5,0,305,0
"Korea,Republic of",Asia,,2013-08,4474,20459,1758,293,471,111,7,1882,0
Japan,Asia,,2013-08,23125,95108,5831,638,1175,52,6,2800,0
Mainland China,Asia,,2013-08,3113,188604,5266,227,760,86,8059,34375,0
HongKong. Macao,Asia,,2013-08,6110,107895,3841,477,741,10,42,2794,0
Indonesia,Asia,Southeast Asia,2013-08,2030,7813,1367,67,590,23,28,6619,0
Argentina,America,,2013-08,8,10,15,0,10,3,0,22,0
United Kingdom,Europe,,2013-08,1125,1440,633,49,50,11,3,201,0
Belgium,Europe,,2013-08,108,82,63,9,31,0,0,13,0
"Others, America",America,,2013-08,145,92,110,47,328,5,0,148,0
Unstated,,,2013-08,0,0,10,0,0,0,0,4747,0
"Others, Africa",Africa,,2013-08,97,29,49,12,66,0,4,57,0
S. Africa,Africa,,2013-08,180,43,114,16,21,0,0,35,0
"Others, Oceania",Oceania,,2013-08,22,31,9,9,29,0,30,19,0
New Zealand,Oceania,,2013-08,169,225,165,21,7,2,1,73,0
"Others, Europe",Europe,,2013-08,648,837,218,39,200,12,0,464,0
Russian Federation,Europe,,2013-08,196,59,55,16,81,10,0,113,0
Australia,Oceania,,2013-08,826,1535,721,92,19,11,3,265,0
Greece,Europe,,2013-08,25,10,7,3,1,0,0,12,0
Austria,Europe,,2013-08,115,150,81,10,23,0,0,36,0
Spain,Europe,,2013-08,105,239,110,14,43,2,0,66,0
Switzerland,Europe,,2013-08,223,229,91,6,24,1,0,32,0
Netherlands,Europe,,2013-08,417,374,129,9,61,4,0,108,0
Italy,Europe,,2013-08,293,267,102,14,57,17,0,198,0
Germany,Europe,,2013-08,1289,1061,533,48,214,14,2,259,0
France,Europe,,2013-08,555,1012,603,30,233,7,0,332,0
Sweden,Europe,,2013-08,202,75,53,10,38,1,0,23,0
Thailand,Asia,Southeast Asia,2013-09,1794,1529,579,329,350,41,9,2683,0
United States of America,America,,2013-09,10155,7619,8503,557,464,48,16,1740,0
Canada,America,,2013-09,875,2546,1304,64,70,4,5,262,0
"Others, Asia",Asia,,2013-09,152,32,54,79,490,6,12,199,0
"Others, Southeast Asia",Asia,Southeast Asia,2013-09,46,78,107,22,44,1,10,267,0
Vietnam,Asia,Southeast Asia,2013-09,1447,521,2229,121,896,4,14,6750,0
Philippines,Asia,Southeast Asia,2013-09,1694,1222,506,200,105,7,33,3433,0
HongKong. Macao,Asia,,2013-09,6551,68132,4510,667,2405,16,61,3466,0
Singapore,Asia,Southeast Asia,2013-09,4226,17671,1171,427,383,40,12,1186,0
Malaysia,Asia,Southeast Asia,2013-09,2169,21071,1676,563,4494,106,40,1011,0
Middle East,Asia,,2013-09,502,138,92,38,104,32,2,88,0
India,Asia,,2013-09,950,83,183,206,165,1,4,414,0
"Korea,Republic of",Asia,,2013-09,4925,21109,1296,404,668,196,3,1778,0
Japan,Asia,,2013-09,26895,87243,3209,1131,1005,83,9,2320,0
Mainland China,Asia,,2013-09,4187,207461,4778,500,2691,94,11656,39421,0
Mexico,America,,2013-09,65,34,8,9,23,1,0,23,0
Indonesia,Asia,Southeast Asia,2013-09,1832,1587,863,250,897,23,50,7551,0
Brazil,America,,2013-09,128,47,42,5,17,1,0,27,0
Switzerland,Europe,,2013-09,288,195,78,24,29,4,0,28,0
"Others, America",America,,2013-09,144,92,95,32,524,0,3,111,0
"Others, Africa",Africa,,2013-09,149,20,42,52,301,0,0,65,0
S. Africa,Africa,,2013-09,152,48,85,16,9,0,0,44,0
"Others, Oceania",Oceania,,2013-09,21,25,12,18,51,0,28,27,0
New Zealand,Oceania,,2013-09,188,316,251,45,8,3,0,67,0
Australia,Oceania,,2013-09,917,2862,1229,230,28,16,8,341,0
"Others, Europe",Europe,,2013-09,791,756,199,88,258,53,1,473,0
Russian Federation,Europe,,2013-09,205,59,64,19,115,40,0,92,0
Argentina,America,,2013-09,24,22,6,3,3,0,0,19,0
Sweden,Europe,,2013-09,287,165,43,7,94,0,1,44,0
Austria,Europe,,2013-09,187,129,78,5,32,2,1,52,0
United Kingdom,Europe,,2013-09,1401,1234,440,86,35,15,5,183,0
Spain,Europe,,2013-09,219,148,65,20,65,2,0,66,0
Netherlands,Europe,,2013-09,580,433,114,24,73,3,0,181,0
Italy,Europe,,2013-09,560,165,96,50,72,13,0,146,0
Germany,Europe,,2013-09,1640,1127,381,95,260,14,1,320,0
France,Europe,,2013-09,872,570,361,72,313,28,1,244,0
Belgium,Europe,,2013-09,201,131,43,16,38,5,0,31,0
Greece,Europe,,2013-09,48,9,4,1,2,2,0,33,0
Unstated,,,2013-09,3,4,2,0,0,0,0,3040,0
Sweden,Europe,,2013-10,403,207,69,26,44,1,0,47,0
Russian Federation,Europe,,2013-10,287,102,42,43,19,30,0,99,0
United Kingdom,Europe,,2013-10,1768,1349,452,113,22,45,0,255,0
Middle East,Asia,,2013-10,782,178,73,94,14,22,0,147,0
India,Asia,,2013-10,980,152,178,519,27,23,1,449,0
"Korea,Republic of",Asia,,2013-10,5212,27328,1289,781,231,209,1,2244,0
Japan,Asia,,2013-10,27755,94157,2686,1357,363,104,5,2368,0
Mainland China,Asia,,2013-10,3308,172989,4719,112,183,197,4847,34649,0
Austria,Europe,,2013-10,195,208,58,18,14,1,0,26,0
Unstated,,,2013-10,6,38,9,5,0,0,0,6382,0
"Others, Africa",Africa,,2013-10,164,28,33,67,52,6,1,75,0
S. Africa,Africa,,2013-10,141,36,80,17,4,2,0,13,0
"Others, Oceania",Oceania,,2013-10,26,14,5,9,25,3,24,24,0
New Zealand,Oceania,,2013-10,218,365,273,36,5,4,0,49,0
Australia,Oceania,,2013-10,1056,2924,989,233,27,36,4,339,0
"Others, Europe",Europe,,2013-10,1088,1019,231,134,81,68,1,379,0
HongKong. Macao,Asia,,2013-10,7173,76692,2644,812,105,24,54,4591,0
Spain,Europe,,2013-10,294,224,65,28,26,11,0,143,0
Malaysia,Asia,Southeast Asia,2013-10,2117,31710,1695,661,272,154,50,1506,0
Singapore,Asia,Southeast Asia,2013-10,4274,24392,1271,532,150,82,2,1385,0
Greece,Europe,,2013-10,59,17,7,6,2,0,0,27,0
Philippines,Asia,Southeast Asia,2013-10,1924,2061,494,237,29,18,40,4571,0
Indonesia,Asia,Southeast Asia,2013-10,2030,2686,914,189,154,101,36,7149,0
Switzerland,Europe,,2013-10,331,352,97,28,11,5,0,35,0
Netherlands,Europe,,2013-10,681,520,120,40,21,5,0,236,0
Italy,Europe,,2013-10,764,220,89,46,31,27,0,116,0
Germany,Europe,,2013-10,2166,1540,357,155,126,19,0,370,0
France,Europe,,2013-10,1202,786,459,146,126,30,0,280,0
"Others, America",America,,2013-10,253,129,88,56,95,9,0,114,0
Argentina,America,,2013-10,27,20,5,5,4,0,0,17,0
Belgium,Europe,,2013-10,181,137,71,20,11,6,1,35,0
Mexico,America,,2013-10,107,48,15,7,10,14,0,20,0
United States of America,America,,2013-10,11762,11525,10679,770,145,86,35,2035,0
Canada,America,,2013-10,1033,3971,1398,101,39,20,6,369,0
"Others, Asia",Asia,,2013-10,225,42,53,77,51,37,9,186,0
"Others, Southeast Asia",Asia,Southeast Asia,2013-10,126,363,159,26,16,0,92,618,0
Vietnam,Asia,Southeast Asia,2013-10,1577,808,1645,100,240,5,18,5258,0
Thailand,Asia,Southeast Asia,2013-10,2163,4291,821,364,137,59,6,2662,0
Brazil,America,,2013-10,158,97,42,13,6,15,0,33,0
Brazil,America,,2013-11,143,64,37,11,6,1,0,76,0
Vietnam,Asia,Southeast Asia,2013-11,1526,595,1541,167,175,6,14,5201,0
Mexico,America,,2013-11,82,49,25,9,10,0,0,17,0
United States of America,America,,2013-11,10789,12071,12308,836,268,45,26,2056,0
Canada,America,,2013-11,1022,4647,1436,120,41,6,10,363,0
"Others, Asia",Asia,,2013-11,242,197,248,127,52,15,11,229,0
"Others, Southeast Asia",Asia,Southeast Asia,2013-11,63,162,128,52,23,5,13,327,0
Thailand,Asia,Southeast Asia,2013-11,1939,3599,609,244,94,42,13,2291,0
Mainland China,Asia,,2013-11,3382,185391,4557,584,239,235,5737,35906,0
Indonesia,Asia,Southeast Asia,2013-11,1897,2290,698,251,131,38,60,7130,0
Singapore,Asia,Southeast Asia,2013-11,4054,33790,1594,457,257,39,8,2104,0
Malaysia,Asia,Southeast Asia,2013-11,2119,44952,2258,679,375,80,49,2002,0
Middle East,Asia,,2013-11,775,169,76,85,17,9,0,112,0
India,Asia,,2013-11,954,156,171,165,35,52,1,402,0
"Korea,Republic of",Asia,,2013-11,4989,30647,1370,781,228,113,2,2587,0
Japan,Asia,,2013-11,26613,104724,2584,1435,471,85,11,2436,0
Argentina,America,,2013-11,25,22,11,8,0,10,0,167,0
Philippines,Asia,Southeast Asia,2013-11,1896,1584,465,245,57,16,29,5147,0
"Others, America",America,,2013-11,177,94,72,27,69,12,0,151,0
HongKong. Macao,Asia,,2013-11,6998,81852,2644,857,136,38,63,2357,0
France,Europe,,2013-11,1259,854,356,160,116,33,1,264,0
Belgium,Europe,,2013-11,235,127,63,14,17,1,0,29,0
Unstated,,,2013-11,23,78,7,5,0,0,0,4160,0
"Others, Africa",Africa,,2013-11,157,30,35,60,24,3,0,90,0
S. Africa,Africa,,2013-11,115,36,62,38,2,4,0,43,0
"Others, Oceania",Oceania,,2013-11,30,36,8,12,5,0,31,13,0
Australia,Oceania,,2013-11,1125,2904,1052,201,54,23,6,340,0
"Others, Europe",Europe,,2013-11,1132,889,154,171,94,27,2,415,0
Russian Federation,Europe,,2013-11,290,112,38,45,29,9,0,145,0
New Zealand,Oceania,,2013-11,240,350,227,26,10,2,2,63,0
Greece,Europe,,2013-11,55,16,5,4,0,0,0,31,0
Austria,Europe,,2013-11,223,172,57,16,19,1,0,31,0
United Kingdom,Europe,,2013-11,1876,1522,398,138,29,33,1,248,0
Spain,Europe,,2013-11,334,192,71,30,23,16,1,140,0
Switzerland,Europe,,2013-11,402,271,72,22,21,7,0,29,0
Netherlands,Europe,,2013-11,736,530,105,35,37,3,0,155,0
Italy,Europe,,2013-11,833,255,81,78,47,57,1,422,0
Sweden,Europe,,2013-11,332,154,67,12,41,3,1,34,0
Germany,Europe,,2013-11,2670,1195,301,166,100,24,3,282,0
United Kingdom,Europe,,2013-12,1043,1733,609,81,28,5,1,186,0
Switzerland,Europe,,2013-12,190,233,123,13,17,1,1,39,0
Belgium,Europe,,2013-12,124,128,56,6,18,0,0,31,0
Italy,Europe,,2013-12,460,235,101,37,30,7,2,105,0
France,Europe,,2013-12,851,897,541,60,144,26,1,216,0
Austria,Europe,,2013-12,102,165,80,6,33,0,0,21,0
Netherlands,Europe,,2013-12,428,616,187,12,46,0,0,219,0
Greece,Europe,,2013-12,39,14,4,1,0,0,0,23,0
Unstated,,,2013-12,24,80,21,0,1,0,0,3286,0
Russian Federation,Europe,,2013-12,225,98,41,19,20,3,0,107,0
"Others, Europe",Europe,,2013-12,634,1328,213,65,89,3,0,367,0
Australia,Oceania,,2013-12,787,6301,2140,97,81,6,8,449,0
New Zealand,Oceania,,2013-12,141,723,506,23,5,1,0,64,0
"Others, Oceania",Oceania,,2013-12,15,46,15,2,4,0,23,20,0
S. Africa,Africa,,2013-12,93,137,175,11,4,1,1,53,0
"Others, Africa",Africa,,2013-12,128,50,41,15,34,1,0,87,0
"Others, America",America,,2013-12,92,102,125,9,71,1,0,65,0
Sweden,Europe,,2013-12,183,272,102,10,31,1,1,35,0
Argentina,America,,2013-12,11,15,38,1,2,0,1,27,0
Spain,Europe,,2013-12,178,199,96,16,30,2,0,44,0
Mexico,America,,2013-12,53,49,21,8,7,0,0,10,0
Brazil,America,,2013-12,55,154,133,8,16,0,0,41,0
HongKong. Macao,Asia,,2013-12,6058,109219,3705,677,156,8,86,2456,0
Mainland China,Asia,,2013-12,3287,190175,4561,196,182,149,5623,36456,0
Japan,Asia,,2013-12,25704,109005,4062,1084,462,43,15,2602,0
"Korea,Republic of",Asia,,2013-12,4759,34470,1451,489,407,95,6,2592,0
India,Asia,,2013-12,832,171,205,96,64,0,0,300,0
Middle East,Asia,,2013-12,630,208,63,70,13,4,0,84,0
Malaysia,Asia,Southeast Asia,2013-12,1686,46790,2245,287,357,16,26,1614,0
Singapore,Asia,Southeast Asia,2013-12,3037,52899,1975,262,159,30,5,1736,0
Germany,Europe,,2013-12,1258,1580,487,60,127,11,0,339,0
Philippines,Asia,Southeast Asia,2013-12,1504,3019,778,371,34,9,40,6240,0
Indonesia,Asia,Southeast Asia,2013-12,1674,5094,1092,114,154,10,46,10263,0
United States of America,America,,2013-12,8640,13328,18092,455,234,19,33,2147,0
Canada,America,,2013-12,736,4708,2299,73,51,4,5,384,0
"Others, Asia",Asia,,2013-12,144,163,219,114,39,6,11,290,0
Thailand,Asia,Southeast Asia,2013-12,1653,4722,759,128,82,6,9,2267,0
Vietnam,Asia,Southeast Asia,2013-12,1541,765,1661,99,128,6,9,5538,0
"Others, Southeast Asia",Asia,Southeast Asia,2013-12,47,249,167,12,10,0,43,223,0
Indonesia,Asia,Southeast Asia,2014-01,486,1515,687,41,55,15,46,9414,0
Germany,Europe,,2014-01,1336,1359,444,45,101,3,1,764,0
France,Europe,,2014-01,637,661,443,34,114,31,1,634,0
Belgium,Europe,,2014-01,130,95,34,5,10,1,0,63,0
"Others, America",America,,2014-01,49,125,117,15,87,0,0,242,0
Argentina,America,,2014-01,9,49,33,3,4,0,0,35,0
Brazil,America,,2014-01,57,135,102,67,20,2,0,105,0
Mexico,America,,2014-01,40,29,29,1,6,2,0,47,0
United States of America,America,,2014-01,7813,8533,12429,291,325,21,31,5360,0
Italy,Europe,,2014-01,427,154,97,16,27,7,1,233,0
Canada,America,,2014-01,624,3165,1785,48,47,3,8,1235,0
"Others, Asia",Asia,,2014-01,144,149,187,21,22,0,15,264,0
"Others, Southeast Asia",Asia,Southeast Asia,2014-01,59,223,117,9,7,2,25,290,0
Vietnam,Asia,Southeast Asia,2014-01,351,576,1132,37,43,9,13,4688,0
Thailand,Asia,Southeast Asia,2014-01,823,1631,525,54,52,7,11,2743,0
Philippines,Asia,Southeast Asia,2014-01,364,1317,573,70,74,22,31,6861,0
Middle East,Asia,,2014-01,502,179,53,8,10,11,0,164,0
Netherlands,Europe,,2014-01,500,566,150,10,38,1,0,354,0
Austria,Europe,,2014-01,127,133,81,2,9,0,0,84,0
Spain,Europe,,2014-01,130,160,105,9,43,4,0,121,0
Malaysia,Asia,Southeast Asia,2014-01,1301,16100,1487,177,253,56,27,1876,0
"Korea,Republic of",Asia,,2014-01,4245,47136,1465,292,762,117,6,5378,0
India,Asia,,2014-01,741,114,126,50,14,1,0,672,0
Unstated,,,2014-01,3,4,12,0,0,1,0,77,0
"Others, Africa",Africa,,2014-01,96,20,24,11,9,0,0,87,0
S. Africa,Africa,,2014-01,44,61,99,4,4,0,0,141,0
"Others, Oceania",Oceania,,2014-01,4,33,5,6,3,0,18,15,0
Switzerland,Europe,,2014-01,160,176,109,5,13,1,0,88,0
New Zealand,Oceania,,2014-01,109,571,396,12,7,7,0,221,0
Mainland China,Asia,,2014-01,2405,225084,7505,72,92,13,2612,31078,0
HongKong. Macao,Asia,,2014-01,6046,61060,4147,674,154,3,59,1486,0
"Others, Europe",Europe,,2014-01,710,814,272,24,73,8,0,717,0
Russian Federation,Europe,,2014-01,172,69,23,11,11,2,0,184,0
Sweden,Europe,,2014-01,211,151,81,15,21,0,1,112,0
Greece,Europe,,2014-01,44,15,10,1,0,0,0,32,0
United Kingdom,Europe,,2014-01,987,1332,555,47,38,19,1,952,0
Japan,Asia,,2014-01,19800,80699,3582,576,879,33,15,7717,0
Australia,Oceania,,2014-01,590,4635,1920,67,84,8,5,945,0
Singapore,Asia,Southeast Asia,2014-01,3238,13335,1377,268,267,31,3,1513,0
Netherlands,Europe,,2014-02,558,407,82,3,45,3,0,391,0
France,Europe,,2014-02,760,682,340,27,410,10,1,811,0
Germany,Europe,,2014-02,1574,1072,260,47,187,9,0,1045,0
Italy,Europe,,2014-02,485,189,50,22,28,8,0,259,0
Switzerland,Europe,,2014-02,237,182,43,7,24,3,0,140,0
Spain,Europe,,2014-02,183,159,40,15,45,3,2,150,0
United Kingdom,Europe,,2014-02,1068,1204,282,63,65,19,1,2493,0
Austria,Europe,,2014-02,145,226,53,5,31,0,0,109,0
"Others, America",America,,2014-02,43,125,71,13,51,1,0,511,0
Greece,Europe,,2014-02,34,18,0,1,1,1,0,58,0
S. Africa,Africa,,2014-02,78,54,44,1,6,0,0,305,0
"Others, Oceania",Oceania,,2014-02,14,21,12,3,1,0,37,40,0
New Zealand,Oceania,,2014-02,129,286,197,10,9,2,3,191,0
Australia,Oceania,,2014-02,751,2461,748,76,58,22,7,990,0
"Others, Europe",Europe,,2014-02,574,749,161,24,194,15,2,921,0
Russian Federation,Europe,,2014-02,171,58,9,6,17,1,0,211,0
Sweden,Europe,,2014-02,201,137,29,9,44,0,0,166,0
"Others, Africa",Africa,,2014-02,107,16,16,3,33,2,0,176,0
Argentina,America,,2014-02,19,38,24,3,0,0,0,17,0
Belgium,Europe,,2014-02,146,85,18,3,29,0,0,79,0
Mexico,America,,2014-02,44,23,15,0,6,0,0,52,0
Unstated,,,2014-02,3,3,19,0,0,0,0,47,0
HongKong. Macao,Asia,,2014-02,5758,73303,5954,421,440,11,65,5342,0
Mainland China,Asia,,2014-02,1823,255513,4606,68,3389,7,3446,36538,0
Japan,Asia,,2014-02,20666,100572,1373,604,1423,42,17,11957,0
"Korea,Republic of",Asia,,2014-02,4132,36476,892,296,958,84,4,6741,0
India,Asia,,2014-02,750,82,67,61,100,3,7,1074,0
Middle East,Asia,,2014-02,538,224,34,8,22,9,1,243,0
Brazil,America,,2014-02,91,57,40,3,15,0,0,73,0
Singapore,Asia,Southeast Asia,2014-02,3103,14308,768,275,170,24,5,2640,0
Malaysia,Asia,Southeast Asia,2014-02,1264,22199,935,185,1969,46,29,11636,0
Philippines,Asia,Southeast Asia,2014-02,439,1576,232,65,65,12,37,7349,0
Thailand,Asia,Southeast Asia,2014-02,753,2137,219,77,119,29,6,4334,0
Vietnam,Asia,Southeast Asia,2014-02,278,1202,799,9,173,1,15,11259,0
"Others, Southeast Asia",Asia,Southeast Asia,2014-02,54,223,43,3,28,0,32,364,0
"Others, Asia",Asia,,2014-02,139,56,49,5,96,11,27,474,0
Canada,America,,2014-02,597,2895,1158,42,78,9,1,1420,0
United States of America,America,,2014-02,7781,7243,7620,299,380,27,29,6581,0
Indonesia,Asia,Southeast Asia,2014-02,509,1839,487,50,235,10,36,11114,0
Argentina,America,,2014-03,34,8,6,0,3,7,0,28,0
Canada,America,,2014-03,930,3976,1593,69,36,28,8,1277,0
Brazil,America,,2014-03,188,77,43,13,7,34,0,115,0
Mexico,America,,2014-03,108,51,15,6,4,9,0,88,0
United States of America,America,,2014-03,11380,10199,10269,589,357,92,40,5689,0
"Others, Asia",Asia,,2014-03,277,31,28,45,26,33,15,274,0
S. Africa,Africa,,2014-03,139,51,48,5,6,11,1,128,0
Vietnam,Asia,Southeast Asia,2014-03,634,746,1432,72,99,20,30,9572,0
Thailand,Asia,Southeast Asia,2014-03,1236,3020,376,201,287,193,10,4306,0
Philippines,Asia,Southeast Asia,2014-03,718,1713,344,224,15,80,54,7490,0
Indonesia,Asia,Southeast Asia,2014-03,766,2494,547,135,68,105,65,9949,0
"Others, Africa",Africa,,2014-03,204,25,17,30,13,20,1,212,0
"Others, America",America,,2014-03,178,105,43,55,46,20,0,309,0
"Others, Southeast Asia",Asia,Southeast Asia,2014-03,104,299,67,13,2,9,29,426,0
Belgium,Europe,,2014-03,242,95,42,9,9,7,1,86,0
United Kingdom,Europe,,2014-03,1847,1390,332,103,29,65,3,1188,0
Singapore,Asia,Southeast Asia,2014-03,4413,25487,992,361,179,169,6,3067,0
"Others, Oceania",Oceania,,2014-03,22,14,12,9,3,0,28,43,0
New Zealand,Oceania,,2014-03,272,275,161,22,7,12,0,222,0
Australia,Oceania,,2014-03,1253,2621,822,202,32,101,6,885,0
"Others, Europe",Europe,,2014-03,1293,828,136,79,51,89,1,1074,0
Russian Federation,Europe,,2014-03,296,95,40,14,19,56,1,227,0
Sweden,Europe,,2014-03,361,163,36,9,12,14,0,130,0
Greece,Europe,,2014-03,69,14,5,6,2,1,0,87,0
Austria,Europe,,2014-03,225,177,51,5,9,3,0,99,0
Spain,Europe,,2014-03,333,146,50,27,25,16,0,185,0
France,Europe,,2014-03,1137,810,293,57,72,48,0,690,0
Switzerland,Europe,,2014-03,341,222,59,15,6,21,0,123,0
Italy,Europe,,2014-03,956,201,61,28,8,56,1,234,0
Germany,Europe,,2014-03,2462,1507,258,82,37,60,2,743,0
HongKong. Macao,Asia,,2014-03,7841,83928,2463,683,153,37,91,3136,0
Mainland China,Asia,,2014-03,2114,316997,4631,101,167,24,7259,30177,0
Japan,Asia,,2014-03,25060,124952,2222,976,633,134,12,9469,0
"Korea,Republic of",Asia,,2014-03,5698,31809,909,422,322,200,9,4140,0
India,Asia,,2014-03,1183,81,71,129,21,59,0,823,0
Middle East,Asia,,2014-03,872,206,36,36,15,49,1,355,0
Malaysia,Asia,Southeast Asia,2014-03,1987,39099,1083,339,114,221,46,2953,0
Netherlands,Europe,,2014-03,813,412,84,27,7,29,2,328,0
Unstated,,,2014-03,2,4,9,0,0,0,0,116,0
Unstated,,,2014-04,5,15,14,0,0,0,0,74,0
"Others, Africa",Africa,,2014-04,327,58,30,13,16,26,1,144,0
Australia,Oceania,,2014-04,884,5468,1256,144,24,42,12,1521,0
"Others, America",America,,2014-04,214,204,66,29,29,10,2,346,0
Belgium,Europe,,2014-04,141,196,65,10,12,1,0,114,0
France,Europe,,2014-04,850,1000,397,45,162,24,2,823,0
Germany,Europe,,2014-04,1644,1711,378,85,85,13,2,908,0
Italy,Europe,,2014-04,562,208,65,39,20,14,0,272,0
Netherlands,Europe,,2014-04,608,553,144,7,24,8,0,293,0
Argentina,America,,2014-04,18,32,5,4,1,1,0,44,0
Switzerland,Europe,,2014-04,237,320,112,6,10,3,0,164,0
United Kingdom,Europe,,2014-04,1149,2488,482,72,34,12,8,1718,0
Austria,Europe,,2014-04,165,183,52,9,7,2,0,91,0
Greece,Europe,,2014-04,47,8,5,2,1,0,0,31,0
Sweden,Europe,,2014-04,263,250,32,7,19,9,0,175,0
Russian Federation,Europe,,2014-04,276,160,38,14,2,36,3,276,0
"Others, Europe",Europe,,2014-04,813,1205,150,56,63,34,0,933,0
Spain,Europe,,2014-04,193,239,66,18,34,5,0,160,0
New Zealand,Oceania,,2014-04,194,467,273,26,2,4,3,277,0
Brazil,America,,2014-04,157,176,40,14,1,4,1,133,0
United States of America,America,,2014-04,9234,12234,10811,471,268,48,29,7918,0
Mainland China,Asia,,2014-04,1556,328684,4584,58,684,8,9801,31822,0
HongKong. Macao,Asia,,2014-04,6648,130512,3545,615,393,11,81,4292,0
"Korea,Republic of",Asia,,2014-04,4921,27838,978,371,382,111,13,3261,0
India,Asia,,2014-04,965,150,86,146,12,40,4,904,0
Middle East,Asia,,2014-04,798,462,51,15,10,33,3,331,0
Malaysia,Asia,Southeast Asia,2014-04,1943,31820,1055,370,193,176,52,3583,0
Mexico,America,,2014-04,77,224,32,13,3,9,0,141,0
Singapore,Asia,Southeast Asia,2014-04,3951,22033,921,336,111,98,7,3173,0
Philippines,Asia,Southeast Asia,2014-04,487,3309,638,187,164,28,44,8601,0
Thailand,Asia,Southeast Asia,2014-04,860,5007,648,98,153,73,11,4737,0
Vietnam,Asia,Southeast Asia,2014-04,550,1317,1174,109,58,26,16,9448,0
"Others, Southeast Asia",Asia,Southeast Asia,2014-04,80,231,124,9,6,3,197,469,0
"Others, Asia",Asia,,2014-04,184,81,72,31,13,38,21,186,0
Canada,America,,2014-04,787,4054,1123,63,47,18,6,1794,0
Indonesia,Asia,Southeast Asia,2014-04,550,2277,486,100,45,96,65,10026,0
"Others, Oceania",Oceania,,2014-04,17,26,6,4,9,3,27,40,0
Japan,Asia,,2014-04,22776,78110,1628,689,339,84,16,12928,0
S. Africa,Africa,,2014-04,80,94,35,5,0,1,0,137,0
Japan,Asia,,2014-05,21233,92938,1549,855,347,64,9,16443,0
France,Europe,,2014-05,806,719,286,114,127,20,0,630,0
Germany,Europe,,2014-05,1840,987,191,89,47,25,1,603,0
Italy,Europe,,2014-05,671,184,66,73,20,23,0,275,0
Netherlands,Europe,,2014-05,609,369,65,27,27,5,0,216,0
Australia,Oceania,,2014-05,935,2228,738,186,20,39,6,1122,0
Switzerland,Europe,,2014-05,250,179,54,11,15,6,1,116,0
Spain,Europe,,2014-05,217,139,50,29,17,2,0,140,0
United Kingdom,Europe,,2014-05,1274,1502,275,105,36,20,0,1272,0
Austria,Europe,,2014-05,246,114,58,14,15,0,0,81,0
Sweden,Europe,,2014-05,280,145,31,40,19,4,0,156,0
Russian Federation,Europe,,2014-05,193,76,22,44,18,25,0,238,0
S. Africa,Africa,,2014-05,80,38,25,7,2,3,0,104,0
"Others, Europe",Europe,,2014-05,809,821,103,83,51,28,0,874,0
New Zealand,Oceania,,2014-05,203,342,208,25,3,7,0,216,0
"Others, Oceania",Oceania,,2014-05,14,16,11,3,8,1,19,33,0
"Others, Africa",Africa,,2014-05,171,25,14,42,15,4,2,132,0
Greece,Europe,,2014-05,37,12,4,10,3,0,0,46,0
Belgium,Europe,,2014-05,144,103,22,16,10,2,0,73,0
"Others, America",America,,2014-05,110,121,67,45,29,2,1,223,0
Brazil,America,,2014-05,111,64,52,14,1,9,1,77,0
Unstated,,,2014-05,0,6,2,0,0,0,0,253,0
"Korea,Republic of",Asia,,2014-05,4482,29096,1043,524,326,89,6,3050,0
